time	地 区	发病数	死亡数	发病率	死亡率
Mar-13	浙江省	6	0	0.011	
Jul-11	全国	340	0	0.0254	
Aug-07	青海省	3	0	0.0547	
Apr-09	河北省	25	0	0.0358	
Jun-08	天津市	4	0	0.0359	
Dec-05	广西	3	0	0.0065	
Apr-12	湖北省	8	0	0.0139	
Sep-12	陕西省	2	0	0.0053	
Dec-09	新疆	11	0	0.0516	
Aug-08	四川省	189	0	0.2326	
May-04	陕西省	67	0	0.1832	
Nov-06	天津市	1	0	0.0096	
Apr-11	云南省	5	0	0.0109	
Feb-14	四川省	9	0	0.0111	
Nov-10	安徽省	2	0	0.0033	
Apr-07	广西	1	0	0.0021	
Apr-13	重庆市	5	0	0.017	
Feb-09	浙江省	6	0	0.0117	
Jul-11	安徽省	17	0	0.0286	
Jan-06	江苏省	1	0	0.0013	
Aug-09	广东省	2	0	0.0021	
Jul-07	贵州省	12	0	0.0319	
May-04	浙江省	16	0	0.034	
Jun-04	河南省	47	0	0.0485	
Feb-06	广东省	6	0	0.0065	
Jan-14	全国	116	0	0.0086	
Sep-07	云南省	2	0	0.0045	
Nov-05	广西	5	0	0.0108	
Oct-05	西藏	1	0	0.0365	
Jul-04	湖南省	18	0	0.0269	
Jun-10	湖南省	3	0	0.0047	
Sep-11	全国	156	0	0.0116	
Aug-12	福建省	1	0	0.0027	
May-09	北京市	0	0		
Mar-12	四川省	27	0	0.0335	
Dec-09	甘肃省	3	0	0.0114	
Mar-08	四川省	42	0	0.0517	
Nov-11	山东省	13	0	0.0136	
Nov-08	安徽省	1	0	0.0016	
Oct-04	山东省	8	0	0.0087	
Jul-14	北京市	8	0	0.0378	
Jul-08	湖北省	12	0	0.0211	
Apr-07	甘肃省	14	0	0.0537	
Dec-12	广东省	8	0	0.0076	
Dec-10	贵州省	1	0	0.0026	
Nov-07	天津市	1	0	0.0093	
Aug-04	江苏省	10	0	0.0132	
Mar-06	全国	207	0	0.0158	
May-12	陕西省	20	0	0.0534	
Apr-08	安徽省	17	0	0.0278	
Mar-07	天津市	2	0	0.0186	
Sep-10	山东省	23	0	0.0243	
May-06	山西省	12	0	0.0358	
Sep-15	陕西省	75	0	0.1987	
Jul-15	陕西省	122	0	0.3232	
Jul-10	贵州省	3	0	0.0079	
Nov-09	河北省	9	0	0.0129	
Feb-14	吉林省	1	0	0.0036	
May-04	黑龙江省	6	0	0.016	
Jun-12	河南省	8	0	0.0085	
Jul-12	湖北省	2	0	0.0035	
Feb-12	浙江省	11	0	0.0201	
Apr-13	吉林省	1	0	0.0036	
May-15	建设兵团	1	0	0.0366	
Jan-05	全国	170	1	0.0131	0.0001
Apr-06	黑龙江省	2	0	0.0052	
Feb-11	浙江省	4	0	0.0073	
May-09	陕西省	4	0	0.0106	
Aug-14	新疆	20	0	0.0883	
Feb-14	青海省	1	0	0.0173	
Jan-04	新疆	41	0	0.2204	
Nov-07	湖北省	2	0	0.0035	
Mar-08	重庆市	6	0	0.0213	
Mar-13	山西省	2	0	0.0055	
Feb-06	海南省	1	0	0.0121	
Mar-06	湖北省	2	0	0.0035	
May-12	重庆市	2	0	0.0069	
Jun-07	河南省	31	0	0.033	
Jul-12	河南省	16	0	0.017	
Jan-08	江苏省	2	0	0.0026	
Jun-09	湖南省	11	0	0.0172	
Aug-08	天津市	4	0	0.0359	
Dec-13	湖南省	2	0	0.003	
Nov-07	河南省	9	0	0.0096	
Sep-12	广东省	2	0	0.0019	
Mar-10	内蒙古	1	0	0.0041	
Feb-14	山东省	30	0	0.0308	
Jul-15	湖北省	18	0	0.0309	
Jul-08	湖南省	5	0	0.0079	
Dec-15	浙江省	4	0	0.0073	
Feb-12	天津市	4	0	0.0295	
Dec-12	黑龙江省	1	0	0.0026	
Jun-12	广东省	9	0	0.0086	
Sep-13	江西省	1	0	0.0022	
Sep-09	陕西省	1	0	0.0027	
Jun-14	四川省	15	0	0.0185	
Jul-09	重庆市	4	0	0.0141	
Jan-08	河北省	7	0	0.0101	
Jun-05	浙江省	24	0	0.0492	
Jul-06	山西省	11	0	0.0328	
Jan-06	重庆市	4	0	0.0143	
Aug-11	河北省	12	0	0.0167	
Nov-06	浙江省	1	0	0.002	
Jul-13	四川省	25	0	0.031	
Feb-07	山东省	11	0	0.0118	
Oct-08	山西省	1	0	0.0029	
Apr-15	辽宁省	1	0	0.0023	
Oct-04	江苏省	3	0	0.004	
Dec-15	贵州省	4	1	0.0114	0.0029
Apr-07	福建省	4	0	0.0112	
Nov-14	浙江省	4	0	0.0073	
May-15	广东省	94	0	0.0877	
Oct-05	湖南省	4	0	0.0064	
Jun-07	内蒙古	1	0	0.0042	
Mar-14	云南省	6	0	0.0128	
Jun-08	江苏省	6	0	0.0079	
Oct-07	黑龙江省	1	0	0.0026	
Nov-12	新疆	33	0	0.1494	
Sep-04	山西省	8	0	0.0241	
Oct-13	辽宁省	1	0	0.0023	
Feb-15	北京市	4	0	0.0186	
Dec-09	云南省	3	0	0.0066	
Oct-07	福建省	1	0	0.0028	
Jan-15	全国	325	0	0.0239	
Feb-12	甘肃省	6	0	0.0234	
Jan-08	四川省	29	0	0.0357	
Sep-11	陕西省	2	0	0.0054	
Apr-15	全国	499	0	0.0366	
Nov-15	天津市	21	0	0.1384	
Jul-05	山西省	10	0	0.03	
Dec-14	湖北省	3	0	0.0052	
Jan-11	江苏省	5	0	0.0064	
Mar-06	重庆市	3	0	0.0107	
Jun-05	江苏省	14	0	0.0188	
Aug-10	四川省	19	0	0.0232	
May-05	黑龙江省	7	0	0.0184	
Sep-04	四川省	47	0	0.0539	
Aug-13	新疆	33	0	0.1478	
Jun-13	北京市	1	0	0.0048	
Nov-05	安徽省	2	0	0.0033	
Dec-09	陕西省	1	0	0.0027	
Dec-14	广西	1	0	0.0021	
Sep-05	安徽省	6	0	0.0099	
May-08	内蒙古	1	0	0.0042	
Aug-09	辽宁省	2	0	0.0046	
Jul-07	湖北省	11	0	0.0193	
Mar-14	天津市	3	0	0.0204	
Apr-11	辽宁省	1	0	0.0023	
Jun-15	黑龙江省	1	0	0.0026	
Sep-05	新疆	14	0	0.0704	
Oct-08	甘肃省	5	0	0.0191	
Jul-04	海南省	3	0	0.0368	
Mar-11	江西省	4	0	0.009	
Nov-10	重庆市	1	0	0.0035	
Jul-07	广东省	10	0	0.0107	
Jul-10	山东省	30	0	0.0317	
Dec-15	陕西省	20	0	0.053	
Aug-11	新疆	78	0	0.3575	
Feb-13	重庆市	5	0	0.017	
Apr-05	河南省	14	0	0.015	
Mar-11	云南省	5	0	0.0109	
Aug-05	吉林省	6	0	0.0221	
May-07	四川省	44	0	0.0539	
Feb-04	河北省	16	0	0.0235	
Mar-07	陕西省	5	0	0.0134	
Aug-12	河北省	12	0	0.0166	
Apr-15	江西省	1	0	0.0022	
Jul-05	重庆市	13	0	0.0466	
Nov-10	天津市	7	0	0.057	
Feb-13	陕西省	2	0	0.0053	
Jun-05	青海省	4	0	0.0744	
Apr-10	云南省	2	0	0.0044	
May-09	重庆市	2	0	0.007	
Oct-11	新疆	51	1	0.2338	0.0046
Jan-12	河北省	18	0	0.0249	
Sep-09	内蒙古	1	0	0.0041	
May-15	湖南省	2	0	0.003	
Aug-08	新疆	16	0	0.0764	
Apr-13	甘肃省	3	0	0.0116	
Apr-05	浙江省	8	0	0.0164	
Jun-11	湖南省	4	0	0.0061	
Aug-12	上海市	1	0	0.0043	
Jun-11	河北省	26	0	0.0362	
Nov-08	湖南省	5	0	0.0079	
Nov-05	重庆市	1	0	0.0036	
Jan-07	湖南省	11	0	0.0173	
Sep-09	全国	80	0	0.006	
Apr-09	湖南省	3	0	0.0047	
Apr-12	浙江省	18	0	0.0329	
Oct-05	广西	5	0	0.0108	
Aug-13	江西省	1	0	0.0022	
May-11	四川省	54	0	0.0671	
Jul-11	西藏	1	0	0.0333	
Nov-04	广西	2	0	0.0041	
Aug-07	安徽省	6	0	0.0098	
Dec-13	天津市	7	0	0.0495	
Aug-14	宁夏	1	0	0.0153	
Feb-05	广西	3	0	0.0065	
Dec-05	全国	64	0	0.0049	
Jul-15	宁夏	1	0	0.0151	
Apr-09	重庆市	1	0	0.0035	
Dec-07	山东省	1	0	0.0011	
Jul-13	辽宁省	3	0	0.0068	
Mar-14	黑龙江省	1	0	0.0026	
Jul-11	湖北省	8	0	0.014	
Oct-07	青海省	1	0	0.0182	
Dec-12	河北省	8	0	0.011	
Feb-12	贵州省	9	0	0.0259	
Nov-06	广东省	4	0	0.0044	
Jun-11	天津市	8	0	0.0618	
Sep-11	重庆市	1	0	0.0035	
Mar-04	山东省	20	0	0.0218	
Apr-06	新疆	16	0	0.0796	
Mar-05	全国	358	0	0.0275	
Aug-10	陕西省	13	0	0.0345	
Aug-12	陕西省	5	0	0.0134	
Jun-10	湖北省	3	0	0.0052	
Sep-09	福建省	2	0	0.0055	
May-13	浙江省	8	0	0.0146	
May-09	福建省	3	0	0.0083	
Nov-07	安徽省	5	0	0.0082	
Jul-10	四川省	26	0	0.0318	
Aug-15	甘肃省	14	0	0.054	
Sep-08	山西省	2	0	0.0059	
Aug-15	浙江省	25	0	0.0454	
Nov-05	四川省	18	0	0.022	
Jun-15	天津市	33	0	0.2176	
Jul-05	江西省	22	0	0.0514	
Jun-07	北京市	3	0	0.019	
Mar-13	甘肃省	4	0	0.0155	
Mar-05	新疆	11	0	0.0553	
Aug-08	广西	4	0	0.0084	
Apr-08	宁夏	1	0	0.0164	
May-15	山东省	140	0	0.143	
May-04	青海省	4	1	0.0741	0.0185
Nov-15	青海省	1	0	0.0171	
Apr-09	浙江省	5	0	0.0098	
Jul-10	天津市	23	0	0.1873	
Aug-09	湖南省	9	0	0.0141	
Oct-09	四川省	7	0	0.0086	
Oct-14	云南省	1	0	0.0021	
Mar-15	山东省	82	0	0.0838	
Aug-06	全国	313	0	0.0239	
Jan-10	浙江省	3	0	0.0058	
Feb-13	江苏省	1	0	0.0013	
Mar-15	浙江省	22	0	0.0399	
Jun-09	全国	222	0	0.0167	
Apr-12	河南省	5	0	0.0053	
Jul-15	黑龙江省	14	0	0.0365	
Apr-06	湖南省	16	0	0.0253	
Aug-12	浙江省	6	0	0.011	
Mar-08	甘肃省	15	0	0.0573	
Dec-04	广东省	1	0	0.0013	
Dec-12	贵州省	2	0	0.0058	
Nov-08	云南省	2	0	0.0044	
Mar-12	河北省	12	0	0.0166	
Oct-04	甘肃省	9	0	0.0344	
Jan-05	江西省	2	0	0.0047	
Nov-11	陕西省	2	0	0.0054	
Oct-09	河北省	20	0	0.0286	
Nov-09	全国	48	0	0.0036	
Jun-13	福建省	1	0	0.0027	
Jan-11	河南省	2	0	0.0021	
Feb-10	浙江省	5	0	0.0097	
Nov-04	青海省	2	0	0.0371	
Jul-08	黑龙江省	2	0	0.0052	
Aug-04	广西	6	0	0.0124	
Sep-15	贵州省	1	0	0.0029	
Oct-15	江西省	2	0	0.0044	
Nov-05	天津市	4	0	0.0384	
May-12	贵州省	5	0	0.0144	
Aug-05	广东省	7	0	0.0077	
Aug-05	甘肃省	15	0	0.0582	
Nov-05	宁夏	1	0	0.017	
Jan-07	安徽省	14	0	0.0229	
Oct-06	内蒙古	1	0	0.0042	
Aug-15	内蒙古	3	0	0.012	
Oct-04	青海省	1	0	0.0185	
Jul-10	宁夏	4	0	0.064	
Nov-09	广西	1	0	0.0021	
Aug-12	云南省	7	0	0.0151	
Jul-05	云南省	25	0	0.0566	
May-13	广东省	6	0	0.0057	
May-13	陕西省	6	0	0.016	
Dec-11	广东省	12	0	0.0115	
Jan-08	全国	144	0	0.0109	
Dec-13	云南省	1	0	0.0021	
Mar-15	安徽省	3	0	0.0049	
Jul-14	贵州省	8	0	0.0228	
Dec-13	四川省	16	0	0.0198	
Dec-06	天津市	3	0	0.0288	
Jun-10	山东省	32	0	0.0338	
Sep-05	青海省	1	0	0.0186	
Mar-05	江西省	9	0	0.021	
Apr-05	江西省	7	0	0.0164	
Aug-10	浙江省	2	0	0.0039	
May-13	山东省	12	0	0.0124	
Feb-09	贵州省	8	0	0.0211	
Oct-07	河北省	14	0	0.0203	
Jun-15	全国	724	0	0.0531	
May-11	山东省	30	0	0.0313	
Jun-09	江苏省	7	0	0.0091	
Apr-09	江西省	2	0	0.0045	
Jun-15	吉林省	1	0	0.0036	
May-08	广东省	4	0	0.0042	
Dec-09	贵州省	3	0	0.0079	
Nov-09	福建省	1	0	0.0028	
Jul-13	山西省	5	0	0.0138	
Apr-08	北京市	1	0	0.0061	
Aug-12	江苏省	7	0	0.0089	
Aug-10	安徽省	2	0	0.0033	
Aug-04	湖南省	11	0	0.0165	
Oct-11	湖北省	1	0	0.0017	
Feb-11	湖南省	10	0	0.0152	
Jul-15	云南省	4	0	0.0085	
Jul-09	河南省	2	0	0.0021	
Feb-15	山东省	76	0	0.0776	
Apr-15	上海市	2	0	0.0082	
Sep-12	湖南省	4	0	0.0061	
Dec-08	河南省	3	0	0.0032	
Dec-12	天津市	4	0	0.0295	
Oct-04	内蒙古	2	0	0.0084	
Mar-07	全国	260	0	0.0198	
Feb-10	河北省	12	0	0.0171	
Jan-11	云南省	2	0	0.0044	
May-07	陕西省	2	0	0.0054	
Jun-09	新疆	7	0	0.0329	
Feb-06	内蒙古	1	0	0.0042	
Mar-14	河南省	5	0	0.0053	
Jul-05	甘肃省	17	0	0.0659	
Sep-11	天津市	2	0	0.0155	
Dec-05	四川省	6	0	0.0073	
Sep-06	福建省	1	0	0.0028	
Jul-12	广西	1	0	0.0022	
Aug-10	黑龙江省	10	0	0.0261	
Sep-15	北京市	15	0	0.0697	
Apr-08	浙江省	17	0	0.0336	
Jun-05	重庆市	10	0	0.0358	
Oct-13	陕西省	7	0	0.0187	
Jul-13	湖北省	2	0	0.0035	
Aug-05	云南省	23	0	0.0521	
Dec-11	湖北省	1	0	0.0017	
Dec-04	福建省	3	0	0.0083	
Apr-12	安徽省	6	0	0.0101	
Jun-11	福建省	1	0	0.0027	
Feb-11	云南省	3	0	0.0065	
Oct-13	浙江省	4	0	0.0073	
May-07	吉林省	5	0	0.0184	
Apr-13	陕西省	4	0	0.0107	
May-09	广东省	3	0	0.0031	
May-11	湖南省	12	0	0.0183	
Dec-05	吉林省	1	0	0.0037	
Dec-06	陕西省	2	0	0.0054	
Jul-10	山西省	10	0	0.0292	
Jan-09	江苏省	1	0	0.0013	
Jul-14	河北省	45	0	0.0614	
Dec-08	广东省	2	0	0.0021	
Oct-04	辽宁省	2	0	0.0048	
Apr-06	甘肃省	10	0	0.0386	
Feb-11	甘肃省	6	0	0.0235	
Jul-05	江苏省	10	0	0.0134	
Feb-04	全国	310	2	0.0238	0.0002
Sep-06	四川省	29	0	0.0353	
May-05	宁夏	3	0	0.0509	
Aug-09	河南省	3	0	0.0032	
Mar-04	江西省	12	0	0.028	
Oct-06	北京市	1	0	0.0065	
Jun-14	黑龙江省	6	0	0.0156	
May-10	黑龙江省	8	0	0.0209	
Jan-09	重庆市	1	0	0.0035	
Jun-07	陕西省	6	0	0.0161	
Nov-09	新疆	10	0	0.0469	
Mar-04	安徽省	9	0	0.014	
Mar-07	浙江省	7	0	0.0141	
Jan-06	福建省	5	0	0.0141	
Oct-08	贵州省	4	0	0.0106	
Apr-08	江苏省	11	0	0.0144	
Sep-05	湖北省	6	0	0.0105	
Dec-15	广东省	28	0	0.0261	
Mar-05	河北省	57	0	0.0837	
Dec-14	全国	230	0	0.017	
Mar-06	浙江省	8	0	0.0163	
Nov-11	全国	138	0	0.0103	
May-09	浙江省	8	0	0.0156	
Jun-14	重庆市	17	0	0.0572	
Apr-10	贵州省	2	0	0.0053	
Dec-13	江苏省	1	0	0.0013	
Nov-09	贵州省	4	0	0.0106	
Jul-08	山东省	17	0	0.0181	
Apr-05	内蒙古	3	0	0.0126	
Mar-12	山西省	5	0	0.0139	
Apr-15	浙江省	21	0	0.0381	
Jan-12	湖南省	4	0	0.0061	
Sep-15	江苏省	1	0	0.0013	
Mar-11	新疆	19	0	0.0871	
Oct-10	青海省	1	0	0.0179	
Feb-05	山东省	9	1	0.0098	0.0011
Nov-14	北京市	6	1	0.0284	0.0047
Jun-07	上海市	1	0	0.0055	
Aug-09	广西	1	0	0.0021	
Aug-09	安徽省	8	0	0.013	
Oct-12	新疆	25	0	0.1132	
Jul-13	内蒙古	2	0	0.008	
Jan-04	全国	219	0	0.0168	
Dec-15	北京市	2	0	0.0093	
Jun-08	青海省	3	0	0.0543	
Apr-09	贵州省	4	0	0.0106	
Aug-09	福建省	4	0	0.011	
Aug-09	湖北省	2	0	0.0035	
Mar-14	湖南省	6	0	0.009	
Apr-04	吉林省	1	0	0.0038	
Apr-04	福建省	13	0	0.0362	
Mar-06	安徽省	9	0	0.0147	
Feb-08	甘肃省	16	0	0.0611	
Jun-04	山东省	33	0	0.036	
Nov-08	天津市	1	0	0.009	
Jan-15	黑龙江省	1	0	0.0026	
May-06	广东省	8	0	0.0087	
Sep-06	新疆	11	0	0.0547	
Jun-05	河北省	68	0	0.0999	
Oct-13	山东省	20	0	0.0207	
Jan-05	内蒙古	2	0	0.0084	
Oct-15	甘肃省	3	0	0.0116	
Mar-06	湖南省	8	0	0.0126	
Feb-15	内蒙古	1	0	0.004	
Dec-10	天津市	3	0	0.0244	
Feb-04	广东省	1	0	0.0013	
Jun-12	湖南省	1	0	0.0015	
Apr-09	全国	132	0	0.0099	
Mar-13	陕西省	3	0	0.008	
Nov-13	山西省	3	0	0.0083	
Feb-12	广东省	18	0	0.0171	
Apr-15	内蒙古	1	0	0.004	
Sep-04	福建省	2	0	0.0056	
Jun-10	重庆市	3	0	0.0105	
Dec-08	湖南省	3	0	0.0047	
Feb-05	重庆市	3	0	0.0108	
May-08	青海省	2	0	0.0362	
Oct-09	山东省	8	0	0.0085	
Jul-12	福建省	1	0	0.0027	
Jan-10	黑龙江省	1	0	0.0026	
Sep-10	浙江省	1	0	0.0019	
Mar-04	浙江省	5	0	0.0106	
Aug-04	陕西省	71	0	0.1941	
Feb-13	河南省	1	0	0.0011	
Oct-09	广东省	2	0	0.0021	
Feb-08	全国	176	0	0.0133	
Jun-06	贵州省	4	0	0.0107	
Mar-13	北京市	1	0	0.0048	
Dec-11	陕西省	5	0	0.0134	
Sep-12	全国	103	0	0.0076	
Dec-14	安徽省	1	0	0.0017	
Jun-04	安徽省	21	0	0.0326	
Jun-08	贵州省	11	0	0.0292	
Jul-14	天津市	45	0	0.3057	
Dec-07	安徽省	1	0	0.0016	
Feb-09	四川省	32	0	0.0391	
Jun-15	河南省	37	0	0.0392	
Jul-07	重庆市	2	0	0.0071	
Dec-05	山东省	3	0	0.0033	
Oct-13	山西省	1	0	0.0028	
Dec-14	建设兵团	2	0	0.074	
Jun-15	湖南省	11	0	0.0163	
May-09	云南省	6	0	0.0132	
Mar-05	云南省	6	0	0.0136	
Sep-06	安徽省	8	0	0.0131	
Apr-15	新疆	58	0	0.2523	
Jul-14	广西	1	0	0.0021	
Dec-15	内蒙古	1	0	0.004	
Jan-04	浙江省	1	0	0.0021	
Jan-12	四川省	50	0	0.0621	
May-07	山西省	22	0	0.0652	
May-06	陕西省	19	0	0.0511	
Sep-14	河北省	41	0	0.0559	
Feb-14	江西省	1	0	0.0022	
Feb-09	内蒙古	1	0	0.0041	
Jun-10	甘肃省	8	0	0.0304	
Mar-13	河北省	17	0	0.0233	
Dec-13	湖北省	1	0	0.0017	
Nov-04	甘肃省	8	0	0.0306	
Apr-14	黑龙江省	1	0	0.0026	
Apr-14	山东省	42	0	0.0432	
Dec-10	广东省	2	0	0.0021	
Jul-05	全国	647	0	0.0498	
May-14	甘肃省	4	0	0.0155	
Aug-11	甘肃省	6	0	0.0235	
Oct-04	广西	4	0	0.0082	
Feb-04	河南省	18	0	0.0186	
Jan-04	山东省	9	0	0.0098	
Feb-05	江苏省	6	0	0.008	
Apr-15	重庆市	39	0	0.1304	
Sep-15	河南省	13	0	0.0138	
Jul-07	安徽省	17	0	0.0278	
Aug-10	山东省	36	0	0.038	
Mar-08	贵州省	2	0	0.0053	
Jul-04	广东省	5	0	0.0063	
Jan-15	天津市	35	0	0.2307	
Dec-13	全国	105	0	0.0078	
May-09	河南省	3	0	0.0032	
Aug-13	甘肃省	11	0	0.0427	
Nov-07	新疆	59	0	0.2878	
Aug-09	云南省	5	0	0.011	
Nov-10	河北省	13	0	0.0185	
Jul-04	青海省	2	0	0.0371	
Jul-09	新疆	8	0	0.0375	
Jun-08	山西省	13	0	0.0383	
Nov-14	江西省	2	0	0.0044	
Feb-05	湖北省	4	0	0.007	
Feb-13	浙江省	2	0	0.0037	
Nov-12	四川省	12	0	0.0149	
Dec-05	贵州省	3	0	0.0081	
Mar-10	吉林省	1	0	0.0037	
Jun-15	安徽省	3	0	0.0049	
Oct-05	全国	164	0	0.0126	
Jan-11	河北省	9	0	0.0125	
Oct-14	山西省	3	0	0.0083	
Apr-06	青海省	3	0	0.0552	
Sep-09	安徽省	7	0	0.0114	
Oct-14	江苏省	4	0	0.005	
Sep-08	四川省	28	0	0.0345	
Feb-11	重庆市	2	0	0.0069	
Aug-13	建设兵团	1	0	0.0378	
Apr-15	河南省	12	0	0.0127	
Aug-10	天津市	30	0	0.2443	
Jan-15	陕西省	17	0	0.045	
Mar-04	重庆市	8	0	0.0256	
Jun-06	四川省	65	0	0.0792	
May-15	新疆	82	0	0.3568	
Sep-05	福建省	2	0	0.0057	
Apr-15	陕西省	55	0	0.1457	
May-06	黑龙江省	6	0	0.0157	
Aug-11	全国	295	0	0.022	
Oct-13	广东省	5	0	0.0047	
May-06	河南省	18	0	0.0192	
Mar-10	江苏省	4	0	0.0052	
Apr-09	云南省	7	0	0.0154	
Feb-10	山东省	6	0	0.0063	
Jun-07	新疆	63	0	0.3073	
Dec-11	湖南省	2	0	0.003	
Jun-13	江苏省	5	0	0.0063	
Oct-09	江苏省	1	0	0.0013	
Jul-08	浙江省	19	0	0.0375	
Jan-10	四川省	26	0	0.0318	
Nov-05	江西省	6	0	0.014	
Jan-13	四川省	22	0	0.0272	
Apr-04	浙江省	7	0	0.0149	
Mar-06	福建省	10	0	0.0283	
Sep-15	湖北省	6	0	0.0103	
May-14	天津市	15	0	0.1019	
Apr-12	山西省	5	0	0.0139	
Jan-05	陕西省	10	0	0.027	
Oct-10	陕西省	6	0	0.0159	
Dec-11	浙江省	3	0	0.0055	
May-09	贵州省	6	0	0.0158	
Jul-11	内蒙古	1	0	0.004	
Nov-04	西藏	1	0	0.0383	
May-08	重庆市	4	0	0.0142	
Sep-07	黑龙江省	1	0	0.0026	
Aug-07	辽宁省	1	0	0.0023	
Mar-06	甘肃省	13	0	0.0501	
Jan-06	陕西省	6	0	0.0161	
Dec-14	湖南省	4	0	0.006	
Aug-04	福建省	5	0	0.0139	
Nov-07	贵州省	6	0	0.016	
Mar-15	广西	1	0	0.0021	
Feb-04	江西省	24	0	0.056	
Aug-14	江西省	1	0	0.0022	
Mar-15	山西省	4	0	0.011	
Sep-05	山东省	7	0	0.0076	
Apr-08	河北省	29	0	0.0418	
Feb-07	湖南省	15	0	0.0237	
Apr-06	广东省	6	0	0.0065	
Feb-08	云南省	5	0	0.0111	
Oct-04	福建省	2	0	0.0056	
Apr-10	新疆	12	0	0.0556	
Dec-07	全国	102	0	0.0078	
May-05	云南省	32	0	0.0725	
Oct-08	浙江省	2	0	0.004	
Mar-05	浙江省	11	0	0.0226	
Jun-07	云南省	9	0	0.0201	
Jul-15	河北省	53	0	0.0718	
Nov-13	吉林省	1	0	0.0036	
Mar-04	甘肃省	16	0	0.0612	
Feb-11	山西省	1	0	0.0028	
Jun-09	山西省	2	0	0.0059	
Jan-07	河北省	11	0	0.0159	
Apr-08	重庆市	4	0	0.0142	
Dec-09	辽宁省	1	0	0.0023	
Apr-10	山西省	5	0	0.0146	
Nov-11	天津市	6	0	0.0464	
Dec-05	浙江省	2	0	0.0041	
Nov-06	山西省	5	0	0.0149	
Oct-09	河南省	1	0	0.0011	
Jul-09	安徽省	20	0	0.0326	
Jun-05	云南省	19	0	0.043	
Dec-15	山西省	4	0	0.011	
Oct-14	陕西省	21	0	0.0558	
Aug-04	山东省	29	0	0.0316	
Sep-06	广东省	3	0	0.0033	
Sep-13	陕西省	5	0	0.0133	
Jul-13	天津市	31	0	0.2194	
Dec-11	新疆	80	0	0.3667	
Dec-11	山东省	11	0	0.0115	
Apr-06	河北省	36	0	0.0525	
Apr-12	建设兵团	1	0	0.0383	
Apr-11	陕西省	11	0	0.0295	
Sep-09	黑龙江省	3	0	0.0078	
Sep-04	河南省	13	0	0.0134	
Jun-15	四川省	26	0	0.0319	
Aug-09	新疆	11	0	0.0516	
Jun-11	江西省	1	0	0.0022	
Jan-09	广西	1	0	0.0021	
Jul-07	北京市	2	0	0.0127	
Jan-14	安徽省	2	0	0.0033	
