time	地 区	发病数	死亡数	发病率	死亡率
May-11	全国	325	0	0.0242	
Sep-11	安徽省	9	0	0.0151	
Mar-09	山东省	5	0	0.0053	
Jan-13	湖南省	1	0	0.0015	
Oct-06	新疆	15	0	0.0746	
May-09	四川省	31	0	0.0379	
Aug-15	青海省	1	0	0.0171	
Feb-07	青海省	2	0	0.0365	
Apr-07	河南省	14	0	0.0149	
Jun-06	海南省	1	0	0.0121	
Sep-11	山东省	20	0	0.0209	
Aug-07	广东省	6	0	0.0064	
Oct-05	江西省	7	0	0.0164	
Feb-09	福建省	1	0	0.0028	
Dec-14	浙江省	7	0	0.0127	
Jan-12	贵州省	14	0	0.0404	
Dec-08	天津市	1	0	0.009	
Nov-05	河南省	15	0	0.0161	
Jul-07	江西省	6	0	0.0138	
Mar-07	广东省	4	0	0.0043	
Nov-14	贵州省	3	0	0.0086	
Jul-15	广东省	64	0	0.0597	
Sep-06	湖北省	6	0	0.0105	
Jan-11	甘肃省	2	0	0.0078	
Dec-11	建设兵团	2	0	0.0777	
Jan-11	青海省	1	0	0.0178	
May-10	四川省	9	0	0.011	
Sep-14	河南省	4	0	0.0042	
Apr-06	河南省	11	0	0.0117	
May-14	陕西省	9	0	0.0239	
Jul-15	贵州省	7	0	0.02	
Oct-04	海南省	1	0	0.0123	
Apr-08	云南省	4	0	0.0089	
Oct-14	内蒙古	2	0	0.008	
Aug-14	山东省	172	1	0.1767	0.001
May-14	河北省	35	0	0.0477	
May-15	四川省	28	0	0.0344	
Jan-13	安徽省	6	0	0.01	
Apr-10	福建省	1	0	0.0028	
Nov-04	重庆市	2	0	0.0064	
Dec-11	贵州省	5	0	0.0144	
Mar-10	安徽省	2	0	0.0033	
Jun-12	天津市	13	0	0.096	
Jan-05	广东省	5	1	0.0055	0.0011
Oct-13	重庆市	4	0	0.0136	
Sep-14	江西省	2	0	0.0044	
Sep-15	天津市	30	0	0.1978	
Feb-08	山西省	5	0	0.0147	
Apr-12	四川省	24	1	0.0298	0.0012
Jul-10	吉林省	3	0	0.011	
Jan-08	湖南省	4	0	0.0063	
Jan-12	江苏省	6	0	0.0076	
Jun-04	重庆市	15	0	0.0479	
Mar-06	陕西省	4	0	0.0108	
Apr-09	湖北省	3	0	0.0053	
Jun-13	山西省	8	0	0.0222	
Nov-07	广东省	4	0	0.0043	
Nov-04	广东省	2	0	0.0025	
Dec-11	河北省	4	0	0.0056	
Apr-11	浙江省	16	0	0.0294	
Feb-06	甘肃省	7	0	0.027	
Mar-14	江西省	2	0	0.0044	
Mar-14	福建省	1	0	0.0026	
Jul-12	黑龙江省	4	0	0.0104	
Jan-11	吉林省	3	0	0.0109	
Jun-07	江西省	7	0	0.0161	
Dec-13	黑龙江省	2	0	0.0052	
Oct-08	安徽省	1	0	0.0016	
Dec-14	广东省	15	0	0.0141	
Aug-06	山西省	8	0	0.0238	
Jan-11	辽宁省	1	0	0.0023	
Nov-12	福建省	1	0	0.0027	
Jul-15	山东省	179	0	0.1829	
Jul-13	福建省	1	0	0.0027	
Aug-04	内蒙古	1	0	0.0042	
Jun-05	安徽省	21	0	0.0345	
Sep-07	河北省	8	0	0.0116	
Jan-08	广西	2	0	0.0042	
Feb-04	云南省	11	0	0.0253	
Jul-14	新疆	11	0	0.0486	
Mar-14	吉林省	1	0	0.0036	
Oct-13	河南省	1	0	0.0011	
Feb-08	内蒙古	1	0	0.0042	
Sep-06	山东省	3	0	0.0032	
May-07	浙江省	6	0	0.012	
Apr-04	云南省	16	0	0.0367	
Jan-11	广东省	1	0	0.001	
Feb-05	甘肃省	15	0	0.0582	
Jan-12	云南省	8	0	0.0173	
Mar-08	陕西省	8	0	0.0213	
Feb-08	浙江省	2	0	0.004	
Jul-11	河南省	19	0	0.0202	
Aug-05	河南省	37	0	0.0397	
Apr-15	天津市	23	0	0.1516	
Apr-05	广西	3	0	0.0065	
Jul-05	四川省	53	0	0.0647	
Nov-11	重庆市	1	0	0.0035	
Jul-13	甘肃省	6	0	0.0233	
May-04	重庆市	15	0	0.0479	
Mar-11	湖南省	7	0	0.0107	
Jul-09	贵州省	14	0	0.037	
Oct-05	浙江省	1	0	0.0021	
Jul-14	山东省	168	0	0.1726	
Dec-10	湖南省	1	0	0.0016	
May-05	河北省	83	0	0.1219	
Dec-06	山东省	3	0	0.0032	
Apr-15	湖北省	23	0	0.0395	
Oct-15	四川省	20	0	0.0246	
Feb-09	全国	101	0	0.0076	
May-04	福建省	10	0	0.0278	
Apr-04	山西省	11	0	0.0332	
Jun-08	山东省	12	0	0.0128	
Jun-04	宁夏	4	0	0.0685	
May-06	云南省	17	0	0.0382	
Dec-08	全国	51	0	0.0039	
Sep-13	天津市	10	0	0.0708	
Apr-04	新疆	69	0	0.3709	
Jul-06	甘肃省	7	0	0.027	
Jun-07	福建省	4	0	0.0112	
Apr-04	广东省	3	0	0.0038	
Sep-10	黑龙江省	2	0	0.0052	
Jan-05	宁夏	1	0	0.017	
Sep-10	天津市	15	1	0.1221	0.0081
May-12	安徽省	11	0	0.0184	
Sep-07	山东省	10	0	0.0107	
May-07	宁夏	1	0	0.0166	
Dec-06	广西	1	0	0.0021	
Aug-06	河北省	31	0	0.0452	
Jan-11	天津市	6	0	0.0464	
Aug-15	建设兵团	0	0		
Dec-10	河南省	3	0	0.0032	
Mar-06	黑龙江省	1	0	0.0026	
Oct-11	江苏省	1	0	0.0013	
Apr-11	江苏省	7	0	0.0089	
May-05	青海省	5	0	0.093	
Dec-13	陕西省	4	0	0.0107	
Mar-04	江苏省	11	0	0.0145	
May-04	山东省	29	0	0.0316	
Aug-10	云南省	2	0	0.0044	
May-05	山西省	13	0	0.039	
Feb-12	陕西省	4	0	0.0107	
Jun-09	安徽省	11	0	0.0179	
Jan-05	西藏	1	0	0.0365	
Sep-14	陕西省	32	0	0.085	
Feb-08	广东省	4	0	0.0042	
Apr-11	天津市	7	0	0.0541	
Jun-10	山西省	2	0	0.0058	
Aug-06	河南省	24	0	0.0256	
Nov-08	甘肃省	1	0	0.0038	
Mar-06	广西	3	0	0.0064	
Jun-13	云南省	5	0	0.0107	
Oct-05	内蒙古	3	0	0.0126	
Aug-15	广东省	87	0	0.0811	
Jan-07	河南省	10	0	0.0106	
Jun-15	广东省	62	0	0.0578	
Jan-09	陕西省	1	0	0.0027	
May-12	福建省	1	0	0.0027	
Nov-06	江苏省	2	0	0.0027	
Jul-10	安徽省	12	0	0.0196	
Jun-12	北京市	4	0	0.0198	
Mar-12	天津市	13	0	0.096	
Jan-12	山东省	24	0	0.0249	
Oct-06	贵州省	11	0	0.0295	
Apr-10	黑龙江省	2	0	0.0052	
Jun-04	江苏省	18	0	0.0238	
Mar-04	陕西省	21	0	0.0574	
May-04	四川省	97	0	0.1113	
May-12	湖南省	1	0	0.0015	
Aug-14	河北省	56	0	0.0764	
Nov-07	甘肃省	9	0	0.0345	
Jul-14	河南省	38	0	0.0404	
Nov-10	湖南省	2	0	0.0031	
Jul-09	湖南省	9	0	0.0141	
Sep-13	青海省	1	0	0.0174	
Mar-09	湖北省	4	0	0.007	
Apr-12	陕西省	10	0	0.0267	
Jul-05	河南省	51	0	0.0547	
Dec-09	河北省	17	0	0.0243	
Oct-05	广东省	1	0	0.0011	
Oct-15	北京市	9	0	0.0418	
Aug-05	河北省	53	0	0.0778	
Jun-04	浙江省	9	0	0.0191	
Dec-05	湖南省	4	0	0.0064	
Mar-10	四川省	11	0	0.0134	
Sep-05	贵州省	6	0	0.0162	
May-07	安徽省	33	0	0.054	
Jun-06	云南省	7	0	0.0157	
Oct-15	浙江省	10	0	0.0182	
Oct-04	天津市	2	0	0.0215	
Aug-08	全国	357	0	0.027	
Sep-10	湖北省	1	0	0.0017	
Nov-09	湖北省	1	0	0.0018	
Mar-14	全国	163	0	0.012	
Apr-13	四川省	24	0	0.0297	
Apr-08	甘肃省	12	0	0.0459	
Oct-08	江西省	1	0	0.0023	
Jul-12	全国	273	0	0.0203	
Sep-10	河北省	17	0	0.0242	
Apr-04	全国	494	0	0.038	
Oct-04	陕西省	31	0	0.0847	
Jul-11	四川省	62	0	0.0771	
Sep-14	云南省	2	0	0.0043	
May-12	江苏省	6	0	0.0076	
Aug-12	安徽省	1	0	0.0017	
Sep-11	湖南省	2	0	0.003	
Mar-05	河南省	18	0	0.0193	
Feb-11	河北省	8	0	0.0111	
Jan-05	河南省	10	0	0.0107	
Aug-14	贵州省	5	0	0.0143	
Apr-13	湖南省	1	0	0.0015	
Mar-11	四川省	33	0	0.041	
Aug-14	甘肃省	10	0	0.0387	
Jun-09	湖北省	3	0	0.0053	
Sep-13	山东省	28	0	0.0289	
Aug-08	贵州省	15	0	0.0399	
Mar-12	江苏省	6	0	0.0076	
Nov-09	湖南省	1	0	0.0016	
Jul-12	贵州省	3	0	0.0086	
Jul-15	山西省	19	0	0.0521	
Jun-13	重庆市	7	0	0.0238	
Jul-10	江西省	1	0	0.0023	
May-06	江苏省	10	0	0.0134	
Oct-14	河南省	6	0	0.0064	
Aug-13	山东省	35	0	0.0361	
Jun-14	云南省	1	0	0.0021	
Jan-07	新疆	22	0	0.1073	
Jan-13	云南省	1	0	0.0021	
May-05	四川省	43	0	0.0525	
Feb-08	新疆	55	0	0.2625	
Oct-11	广东省	6	0	0.0058	
Apr-07	全国	253	0	0.0192	
Jul-07	黑龙江省	4	0	0.0105	
May-14	黑龙江省	3	0	0.0078	
Apr-07	广东省	1	0	0.0011	
Sep-06	贵州省	5	0	0.0134	
Apr-07	江苏省	15	0	0.0199	
Aug-05	辽宁省	3	0	0.0071	
Dec-04	云南省	1	0	0.0023	
Sep-09	天津市	3	0	0.0255	
Aug-09	江西省	1	0	0.0023	
Jul-07	湖南省	14	0	0.0221	
Dec-06	河南省	5	0	0.0053	
May-08	黑龙江省	2	0	0.0052	
Jun-10	新疆	12	0	0.0556	
Aug-12	广东省	3	0	0.0029	
Mar-12	安徽省	9	0	0.0151	
Oct-05	吉林省	1	0	0.0037	
Sep-09	甘肃省	3	0	0.0114	
Nov-09	安徽省	3	0	0.0049	
Oct-04	浙江省	3	0	0.0064	
Aug-13	陕西省	16	0	0.0426	
Jun-12	甘肃省	5	0	0.0195	
May-07	黑龙江省	5	0	0.0131	
Jun-12	山东省	25	0	0.0259	
Feb-05	贵州省	9	0	0.0243	
Mar-06	贵州省	4	0	0.0107	
Dec-04	甘肃省	5	0	0.0191	
Mar-08	江苏省	9	0	0.0118	
Jul-13	河南省	5	0	0.0053	
Jun-09	陕西省	4	0	0.0106	
Sep-10	河南省	2	0	0.0021	
Feb-14	江苏省	4	0	0.005	
Jun-14	全国	370	0	0.0273	
Jul-11	江西省	1	0	0.0022	
Jul-12	河北省	16	0	0.0221	
May-06	广西	3	0	0.0064	
Aug-13	广西	1	0	0.0021	
Jun-11	陕西省	13	0	0.0348	
Apr-05	福建省	10	0	0.0285	
Mar-15	江西省	5	0	0.011	
Dec-07	湖南省	1	0	0.0016	
Jun-11	广东省	20	0	0.0192	
Jan-04	陕西省	11	0	0.0301	
Feb-04	浙江省	1	0	0.0021	
Oct-06	河南省	8	0	0.0085	
Mar-10	陕西省	3	0	0.008	
Aug-08	浙江省	12	0	0.0237	
Sep-12	新疆	30	0	0.1358	
Aug-15	山西省	22	0	0.0603	
Mar-04	黑龙江省	1	0	0.0027	
Dec-14	内蒙古	2	0	0.008	
Oct-07	天津市	2	0	0.0186	
Sep-15	山东省	136	0	0.1389	
Aug-08	吉林省	1	0	0.0037	
Oct-06	陕西省	1	0	0.0027	
Oct-15	安徽省	1	0	0.0016	
Jun-11	贵州省	7	0	0.0201	
Mar-14	新疆	13	0	0.0574	
Sep-11	河南省	11	0	0.0117	
May-15	河南省	52	0	0.0551	
May-06	浙江省	11	0	0.0225	
Apr-12	重庆市	2	0	0.0069	
Oct-10	浙江省	3	0	0.0058	
Feb-08	江西省	5	0	0.0114	
Dec-04	河南省	5	0	0.0052	
Nov-15	宁夏	1	0	0.0151	
Mar-10	全国	129	0	0.0097	
Nov-05	新疆	8	0	0.0403	
Sep-12	山西省	3	0	0.0083	
Apr-12	甘肃省	3	0	0.0117	
Oct-10	江西省	1	0	0.0023	
Jun-08	广东省	2	0	0.0021	
Jun-12	宁夏	1	0	0.0156	
Mar-07	河北省	16	0	0.0232	
Mar-05	宁夏	6	0	0.1018	
Nov-04	山西省	8	0	0.0241	
Jul-10	河南省	24	0	0.0253	
Dec-15	甘肃省	4	0	0.0154	
Jul-15	江苏省	6	0	0.0075	
Oct-04	四川省	23	0	0.0264	
Sep-05	广西	2	0	0.0043	
Jul-07	甘肃省	18	0	0.0691	
Oct-07	贵州省	5	0	0.0133	
Jan-07	浙江省	3	0	0.006	
Feb-11	全国	162	0	0.0121	
Nov-07	青海省	3	0	0.0547	
Jun-06	甘肃省	13	0	0.0501	
Apr-07	陕西省	9	0	0.0241	
May-06	山东省	15	0	0.0162	
Nov-05	浙江省	3	0	0.0062	
Jan-12	陕西省	16	0	0.0428	
Sep-15	四川省	17	0	0.0209	
Jun-07	广东省	6	0	0.0064	
Jan-04	广东省	2	0	0.0025	
Jun-13	四川省	21	0	0.026	
Apr-13	广东省	6	0	0.0057	
Nov-15	陕西省	32	0	0.0848	
Apr-14	全国	157	0	0.0116	
Nov-07	河北省	7	0	0.0101	
Dec-06	四川省	20	0	0.0244	
Feb-15	陕西省	24	0	0.0636	
Feb-10	江苏省	1	0	0.0013	
Jul-07	新疆	114	0	0.5561	
Jun-08	湖南省	4	0	0.0063	
Nov-04	河北省	25	0	0.0368	
Sep-08	安徽省	1	0	0.0016	
May-08	河北省	24	0	0.0346	
Dec-12	福建省	1	0	0.0027	
Aug-06	江苏省	5	0	0.0067	
Feb-07	贵州省	8	0	0.0213	
Aug-10	吉林省	5	0	0.0183	
Nov-06	河南省	6	0	0.0064	
Jun-07	建设兵团	2	0	0.0775	
Sep-05	湖南省	14	0	0.0222	
Aug-10	山西省	6	0	0.0175	
Jun-10	广西	1	0	0.0021	
Feb-06	陕西省	10	0	0.0269	
Feb-14	山西省	1	0	0.0028	
Aug-04	天津市	9	0	0.0968	
Sep-05	云南省	9	0	0.0204	
May-14	河南省	10	0	0.0106	
Dec-15	云南省	2	0	0.0042	
Sep-05	河北省	20	0	0.0294	
Aug-13	湖南省	1	0	0.0015	
Nov-08	重庆市	1	0	0.0036	
Feb-12	四川省	19	0	0.0236	
Aug-06	湖南省	23	0	0.0364	
Oct-09	陕西省	3	0	0.008	
Jul-14	全国	517	0	0.0382	
Apr-15	山东省	100	0	0.1022	
May-07	全国	335	0	0.0255	
Nov-12	湖南省	2	0	0.003	
Sep-09	山西省	4	0	0.0117	
Sep-05	全国	169	0	0.013	
Apr-10	江西省	1	0	0.0023	
Dec-08	四川省	7	0	0.0086	
Dec-12	浙江省	3	0	0.0055	
Jul-15	江西省	1	0	0.0022	
May-04	天津市	5	0	0.0538	
Apr-04	广西	7	0	0.0144	
Mar-05	辽宁省	2	0	0.0047	
Jul-08	北京市	1	0	0.0061	
Jul-15	天津市	45	0	0.2967	
Nov-11	山西省	6	0	0.0168	
Mar-10	天津市	2	0	0.0163	
Mar-15	湖北省	18	0	0.0309	
May-15	北京市	10	0	0.0465	
Oct-04	贵州省	11	0	0.0288	
Jun-08	甘肃省	12	0	0.0459	
Sep-14	江苏省	1	0	0.0013	
Jan-14	河北省	16	0	0.0218	
Jul-07	河北省	39	0	0.0565	
Oct-13	四川省	14	0	0.0173	
Mar-05	福建省	12	0	0.0341	
Mar-14	湖北省	2	0	0.0034	
Feb-05	陕西省	21	0	0.0567	
Sep-15	福建省	1	0	0.0026	
Mar-14	山西省	4	0	0.011	
Jan-15	河南省	8	0	0.0085	
Mar-12	重庆市	1	0	0.0034	
Sep-15	辽宁省	1	0	0.0023	
Feb-07	新疆	44	0	0.2146	
Apr-15	湖南省	11	0	0.0163	
Mar-13	天津市	11	0	0.0778	
Jul-07	云南省	3	0	0.0067	
May-08	江西省	7	0	0.016	
Sep-07	新疆	53	0	0.2585	
Oct-15	江苏省	2	0	0.0025	
Oct-13	安徽省	2	0	0.0033	
Jun-11	湖北省	4	0	0.007	
Sep-10	甘肃省	3	0	0.0114	
May-05	江西省	14	0	0.0327	
Mar-11	河北省	22	0	0.0306	
Jan-10	湖北省	1	0	0.0017	
Oct-09	云南省	3	0	0.0066	
Sep-07	贵州省	7	0	0.0186	
Jan-04	海南省	1	0	0.0123	
Jul-05	内蒙古	3	0	0.0126	
Aug-12	天津市	9	0	0.0664	
May-04	新疆	150	0	0.8063	
May-15	江西省	1	0	0.0022	
Jun-04	全国	625	2	0.0481	0.0002
Aug-08	河南省	4	0	0.0043	
Jun-04	青海省	6	2	0.1112	0.0371
Feb-09	湖北省	2	0	0.0035	
Aug-11	西藏	2	0	0.0667	
Sep-15	全国	549	0	0.0403	
Jun-10	全国	218	0	0.0163	
Jan-11	浙江省	4	0	0.0073	
Oct-08	河南省	1	0	0.0011	
Jul-04	山东省	29	0	0.0316	
Nov-11	安徽省	6	0	0.0101	
Jun-11	甘肃省	8	0	0.0313	
Mar-13	新疆	24	0	0.1075	
Jul-12	江西省	1	0	0.0022	
Mar-09	广东省	2	0	0.0021	
Jul-14	陕西省	24	0	0.0638	
Aug-06	福建省	3	0	0.0085	
May-12	天津市	10	0	0.0738	
Jun-12	新疆	73	0	0.3305	
Jan-08	甘肃省	4	0	0.0153	
Sep-07	浙江省	2	0	0.004	
Jun-15	北京市	8	0	0.0372	
Jul-11	云南省	4	0	0.0087	
Jul-06	上海市	2	0	0.0112	
Jun-08	湖北省	5	0	0.0088	
Jul-11	上海市	2	0	0.0087	
Jan-05	山东省	7	0	0.0076	
Jul-12	山西省	12	0	0.0334	
Oct-11	河南省	4	0	0.0043	
May-08	江苏省	14	0	0.0184	
Feb-13	四川省	34	0	0.0421	
Aug-07	四川省	39	0	0.0477	
Sep-10	吉林省	1	0	0.0037	
Apr-15	广东省	69	0	0.0643	
Jan-09	湖北省	2	0	0.0035	
Jun-08	内蒙古	2	0	0.0083	
Oct-08	河北省	8	0	0.0115	
Oct-07	建设兵团	1	0	0.0388	
Apr-05	青海省	5	0	0.093	
Aug-09	河北省	59	0	0.0844	
Dec-10	江苏省	1	0	0.0013	
Jun-08	陕西省	14	0	0.0374	
Sep-08	甘肃省	3	0	0.0115	
Apr-13	浙江省	7	0	0.0128	
Feb-12	山东省	9	0	0.0093	
Dec-04	新疆	5	0	0.0269	
Oct-09	青海省	2	0	0.0361	
Nov-13	黑龙江省	2	0	0.0052	
Sep-13	甘肃省	4	0	0.0155	
Jan-04	天津市	1	0	0.0108	
Jun-11	全国	269	0	0.0201	
Jan-13	天津市	9	0	0.0637	
May-09	辽宁省	1	0	0.0023	
Apr-15	云南省	1	0	0.0021	
Jul-07	福建省	10	0	0.0281	
Mar-07	安徽省	12	0	0.0196	
Feb-13	甘肃省	6	0	0.0233	
Jul-14	甘肃省	4	0	0.0155	
Jan-14	浙江省	2	0	0.0036	
Jul-15	全国	942	0	0.0691	
Dec-14	河北省	21	0	0.0286	
Sep-10	江苏省	1	0	0.0013	
Aug-06	建设兵团	1	0	0.0389	
Mar-10	湖北省	1	0	0.0017	
Jan-05	青海省	3	0	0.0558	
Feb-06	湖南省	7	0	0.0111	
Aug-10	全国	222	0	0.0166	
Dec-04	江西省	4	0	0.0093	
May-09	甘肃省	6	0	0.0228	
Nov-10	黑龙江省	2	0	0.0052	
Nov-08	新疆	10	0	0.0477	
Mar-10	河北省	33	0	0.0469	
Aug-05	湖南省	23	0	0.0365	
Mar-08	广东省	4	0	0.0042	
Oct-10	山东省	8	0	0.0084	
Jun-10	安徽省	4	0	0.0065	
Apr-13	江苏省	4	0	0.0051	
Oct-14	宁夏	1	0	0.0153	
Aug-11	天津市	7	0	0.0541	
Nov-13	新疆	23	0	0.103	
Aug-08	江苏省	2	0	0.0026	
Mar-11	陕西省	7	0	0.0188	
Jan-06	河北省	6	0	0.0088	
Mar-05	江苏省	12	0	0.0161	
Sep-04	广西	4	0	0.0082	
Jun-10	贵州省	2	0	0.0053	
Nov-12	甘肃省	1	0	0.0039	
Aug-05	陕西省	37	0	0.0999	
May-10	湖南省	4	0	0.0062	
Jun-13	湖北省	1	0	0.0017	
Feb-11	天津市	6	0	0.0464	
Sep-15	云南省	4	0	0.0085	
Dec-15	河北省	20	0	0.0271	
Feb-04	甘肃省	16	0	0.0612	
Aug-12	河南省	9	0	0.0096	
Jul-10	陕西省	7	0	0.0186	
Oct-06	江苏省	4	0	0.0054	
Jan-12	新疆	128	0	0.5795	
Jun-13	河北省	17	0	0.0233	
Jul-11	黑龙江省	1	0	0.0026	
Nov-06	重庆市	2	0	0.0071	
Mar-11	河南省	18	0	0.0191	
Feb-08	河北省	9	0	0.013	
Dec-04	江苏省	1	0	0.0013	
Jul-05	河北省	125	0	0.1836	
Feb-06	新疆	22	0	0.1095	
Jun-10	内蒙古	2	0	0.0083	
Aug-05	浙江省	6	0	0.0123	
Jul-04	天津市	6	0	0.0646	
Feb-15	浙江省	13	0	0.0236	
Aug-15	新疆	185	0	0.8049	
Sep-11	新疆	33	0	0.1513	
Jan-10	山西省	2	0	0.0058	
Mar-08	湖北省	3	0	0.0053	
Mar-04	内蒙古	4	0	0.0168	
Jul-14	浙江省	12	0	0.0218	
Jan-04	湖北省	8	0	0.0133	
Oct-15	贵州省	2	0	0.0057	
Apr-11	安徽省	8	0	0.0134	
Aug-14	云南省	3	0	0.0064	
Apr-05	江苏省	13	0	0.0174	
Apr-13	河南省	1	0	0.0011	
Sep-07	广西	1	0	0.0021	
Oct-15	河南省	7	0	0.0074	
Apr-07	四川省	30	0	0.0367	
Nov-11	湖南省	3	0	0.0046	
Oct-06	建设兵团	2	0	0.0778	
Oct-04	山西省	9	0	0.0272	
Feb-07	全国	187	0	0.0142	
Jan-14	新疆	19	0	0.0839	
Oct-05	湖北省	1	0	0.0018	
Jun-07	河北省	33	0	0.0478	
May-10	云南省	6	0	0.0131	
Sep-05	陕西省	14	0	0.0378	
Jul-12	甘肃省	9	0	0.0351	
Mar-12	全国	262	0	0.0194	
Aug-04	吉林省	2	0	0.0075	
Nov-12	黑龙江省	1	0	0.0026	
Apr-04	河南省	33	0	0.034	
Jun-09	天津市	2	0	0.017	
Oct-11	四川省	15	0	0.0187	
Nov-12	天津市	5	0	0.0369	
Nov-08	上海市	1	0	0.0054	
Apr-04	贵州省	29	0	0.0759	
Oct-13	内蒙古	1	0	0.004	
Apr-04	江西省	13	0	0.0303	
Apr-09	江苏省	5	0	0.0065	
Sep-15	浙江省	6	0	0.0109	
May-10	湖北省	2	0	0.0035	
Sep-10	四川省	20	0	0.0244	
Apr-06	山东省	10	0	0.0108	
Oct-08	云南省	2	0	0.0044	
Oct-04	吉林省	1	0	0.0038	
Nov-10	陕西省	1	0	0.0027	
Apr-14	广东省	13	0	0.0122	
Nov-07	吉林省	1	0	0.0037	
Nov-05	湖南省	5	0	0.0079	
Aug-12	江西省	1	0	0.0022	
Sep-08	江苏省	1	0	0.0013	
Apr-11	新疆	39	0	0.1788	
Feb-12	云南省	8	0	0.0173	
Nov-10	四川省	18	0	0.022	
May-05	河南省	31	0	0.0332	
Apr-07	新疆	41	0	0.2	
May-14	山东省	61	0	0.0627	
May-05	天津市	5	0	0.048	
Sep-10	陕西省	6	0	0.0159	
Jul-06	湖南省	29	0	0.0458	
Feb-12	山西省	6	0	0.0167	
May-12	全国	245	0	0.0182	
Jul-07	四川省	40	0	0.049	
Mar-12	山东省	1	0	0.001	
Jan-07	陕西省	4	0	0.0107	
Mar-06	云南省	12	0	0.027	
Jan-10	湖南省	2	0	0.0031	
Apr-04	山东省	34	0	0.0371	
Apr-08	四川省	30	0	0.0369	
May-08	天津市	4	0	0.0359	
Sep-08	河南省	2	0	0.0021	
Sep-09	山东省	12	0	0.0127	
Oct-15	黑龙江省	2	0	0.0052	
Mar-04	青海省	3	0	0.0556	
Sep-14	四川省	8	0	0.0099	
Dec-05	新疆	2	0	0.0101	
Aug-08	建设兵团	1	0	0.0387	
Mar-08	河南省	8	0	0.0085	
Feb-15	四川省	23	0	0.0283	
Feb-15	辽宁省	1	0	0.0023	
Aug-08	安徽省	10	0	0.0163	
Aug-15	全国	963	0	0.0707	
Jan-14	陕西省	2	0	0.0053	
Oct-11	山东省	17	0	0.0177	
Jul-10	云南省	9	0	0.0197	
Apr-10	天津市	7	0	0.057	
Sep-08	贵州省	3	0	0.008	
Aug-06	北京市	1	0	0.0065	
Sep-08	江西省	2	0	0.0046	
Jun-05	天津市	8	0	0.0768	
Jun-08	西藏	1	0	0.0352	
Dec-04	重庆市	1	0	0.0032	
Feb-06	河南省	14	0	0.0149	
Oct-12	陕西省	1	0	0.0027	
